full_name,name,description,num_developers,total_commits,languages,primary_language,first_commit_date,last_commit_date,license_spdx,license_name,is_osi_approved,topics,has_contributing,has_code_of_conduct,has_governance,has_readme,has_issue_template,has_pr_template,health_percentage,stars,watchers,forks,cloud_detected,cloud_signals,ai_ml_detected,ai_ml_signals,has_ci_cd,ci_cd_workflows,deployments_count,created_at,updated_at,pushed_at,size_kb
codeforamerica/document-transfer-service,document-transfer-service,Microservice to securely transfer documents.,1,13,Ruby=122377;Dockerfile=671,Ruby,2024-05-07T15:36:24+00:00,2025-07-02T20:15:15+00:00,MIT,MIT License,True,,False,False,False,True,False,True,62,3,5,1,True,language:Dockerfile;file:Dockerfile;file:docker-compose.yaml,False,,True,Branch Checks;CodeQL;Deploy documentation;Main Checks;Pull Request Checks;Dependabot Updates,14,2024-05-07T15:36:24+00:00,2026-01-10T23:13:30+00:00,2025-07-02T20:15:17+00:00,104
codeforamerica/efiler-api,efiler-api,an internal API for efiling,8,131,Ruby=86486;Shell=4388;Dockerfile=3314,Ruby,2025-06-23T19:40:06+00:00,2026-05-13T22:41:56+00:00,MIT,MIT License,True,tax-benefits,False,False,False,True,False,False,50,3,1,0,True,language:Dockerfile;file:Dockerfile,False,,True,CI;Deploy to AWS Demo;Deploy to AWS Production;Standard Ruby Linter;Dependabot Updates,109,2025-06-23T19:40:06+00:00,2026-05-13T22:42:44+00:00,2026-05-20T21:40:33+00:00,335
codeforamerica/form-flow,form-flow,A Java library placed in a Spring Boot app to generate form flows.,18,1349,Java=753577;HTML=453780;CSS=31040;JavaScript=12201;Shell=4389,Java,2022-09-21T17:03:04+00:00,2026-05-19T14:46:10+00:00,NOASSERTION,Other,False,,False,False,False,True,False,True,50,4,6,0,False,,False,,True,Create Pre-Release;Publish Snapshot to Sonatype;Create Release;Run tests;Dependabot Updates;CodeQL,0,2022-09-21T17:02:31+00:00,2026-05-19T14:50:19+00:00,2026-05-21T11:24:52+00:00,16023
codeforamerica/pya,pya,FYST Prior Year Access - for clients retrieving a pdf of a past tax return,10,266,Ruby=205353;SCSS=47167;HTML=32893;JavaScript=16425;Shell=4533;Dockerfile=2516;CSS=491,Ruby,2025-05-21T20:41:28+00:00,2026-05-13T20:30:11+00:00,,,False,tax-benefits,False,False,False,True,False,True,37,2,2,0,True,language:Dockerfile;file:Dockerfile,False,,True,Run Linter and Tests;Deploy to AWS Production;Deploy to AWS Staging;Standard Ruby Linter;Dependabot Updates,757,2025-05-21T20:30:02+00:00,2026-05-13T20:30:16+00:00,2026-05-21T16:18:55+00:00,16947
codeforamerica/tax-benefits-backend,tax-benefits-backend,Infrastructure configuration for the Tax Benefits backend.,11,194,HCL=121475;Dockerfile=299,HCL,2024-04-12T19:06:39+00:00,2026-05-13T22:05:25+00:00,MIT,MIT License,True,tax-benefits,False,False,False,True,False,False,37,3,7,0,True,language:HCL;language:Dockerfile;file:Dockerfile;file:docker-compose.yaml,False,,True,Branch Checks;CodeQL;Deploy infrastructure;Deploy documentation;Main Checks;Plan infrastructure changes;Redeploy bastion,1305,2024-04-12T19:06:38+00:00,2026-05-13T22:05:30+00:00,2026-05-18T19:49:32+00:00,1042
codeforamerica/vita-min,vita-min,"FileYourStateTaxes, GetYourRefund, & GetCTC code, originally named b/c it helps VITA in a minimal way",53,7250,Ruby=8011169;HTML=977642;SCSS=157135;JavaScript=111502;Shell=9205;Dockerfile=3460;Procfile=204,Ruby,2019-11-05T00:58:18+00:00,2026-05-21T21:08:27+00:00,MIT,MIT License,True,tax-benefits,False,False,False,True,False,True,50,34,8,14,True,language:Dockerfile;file:Dockerfile;file:docker-compose.yml;file:Procfile,False,,True,Heroku Pull Request;Heroku Teardown Pull Request;Publish Latest Release;Security Scan;Socket Security Scan;Tag and Release;Dependabot Updates;CodeQL,2061,2019-11-05T01:00:00+00:00,2026-05-21T21:08:32+00:00,2026-05-21T21:08:30+00:00,87588
CodeForAfrica/academy.AFRICA,academy.AFRICA,Learn digital and data skills for social impact,3,702,PHP=625027;SCSS=232260;CSS=80833;JavaScript=21611;Shell=1198;Dockerfile=698,PHP,2023-10-12T14:05:56+00:00,2026-03-18T07:53:13+00:00,,,False,civic-tech;mooc;wordpress,False,False,False,True,False,True,37,0,1,0,True,language:Dockerfile;file:Dockerfile;file:docker-compose.yml,False,,True,Deploy to WP Engine;Dependabot Updates,0,2023-10-11T11:40:50+00:00,2026-03-18T07:53:29+00:00,2026-03-18T07:53:25+00:00,5499
CodeForAfrica/actNOW,actNOW,A public engagement toolkit that enables a media house or civil society organisation to easily set up channels for engagement.,5,2115,Python=107261;HTML=4846;Dockerfile=3334;Shell=934;Makefile=609,Python,2021-04-19T13:49:32+00:00,2026-05-19T05:24:26+00:00,GPL-3.0,GNU General Public License v3.0,False,,False,False,False,True,False,True,50,4,5,1,True,language:Dockerfile;file:Dockerfile;file:docker-compose.yml,False,,True,Dokku CD;CI;Dependabot Updates;Dependency Graph;CodeQL,0,2021-04-19T13:49:31+00:00,2026-05-19T05:24:31+00:00,2026-05-19T05:24:28+00:00,1672
CodeForAfrica/Dominion.AFRICA,Dominion.AFRICA,Dominion gives journalist and civic activists useful facts and data about land ownership in Africa. Accessible at https://dominion.africa,7,574,JavaScript=208019;Dockerfile=1464,JavaScript,2019-07-17T14:10:48+00:00,2025-09-17T08:44:36+00:00,GPL-3.0,GNU General Public License v3.0,False,africa;dominion;land-ownership;journalist;civic-activists;single-page-app;reactjs;land-data;data-driven-journalism;nextjs,False,False,False,True,False,True,50,2,9,0,True,language:Dockerfile;file:Dockerfile,False,,True,main;CodeQL,231,2019-07-17T14:10:47+00:00,2025-09-17T08:44:41+00:00,2025-09-17T08:44:38+00:00,28809
CodeForAfrica/GenderGap.AFRICA,GenderGap.AFRICA,GenderGap.AFRICA is a tool designed to help users calculate the gender pay gap in any African country. Accessible at https://gendergap.africa/,11,254,JavaScript=48496;HTML=34497;SCSS=34337,JavaScript,2017-03-21T14:49:03+00:00,2025-09-01T23:22:13+00:00,GPL-3.0,GNU General Public License v3.0,False,gender-equality;gender-gap;equal-pay;africa;storylab;calculator;kenya;nigeria;tanzania;south-africa,False,False,False,True,True,True,50,9,17,4,False,,False,,True,CodeQL;pages-build-deployment,126,2017-03-21T14:49:03+00:00,2025-09-01T23:22:46+00:00,2025-09-01T23:53:36+00:00,3267
CodeForAfrica/openAFRICA,openAFRICA,openAFRICA aims to be largest independent repository of open data on the African continent. This repo contains the primary deployment scripts and files. Accessible at https://open.africa,6,154,Dockerfile=6239;Shell=4112;Makefile=1946;Procfile=265,Dockerfile,2017-08-30T14:06:00+00:00,2025-10-16T10:27:31+00:00,GPL-3.0,GNU General Public License v3.0,False,ckan;openafrica;open-africa;dokku;docker;deployment;data-portal;ckanext-openafrica;docker-image;open-data;ckanext-socialite;redis;solr;rabbitmq;africa;kenya;south-africa;nigeria;tanzania,True,True,False,True,True,True,75,33,16,12,True,topic:docker;language:Dockerfile;file:Dockerfile;file:docker-compose.yml;file:Procfile,False,,False,,0,2017-08-30T14:06:00+00:00,2026-05-15T20:19:48+00:00,2025-10-16T10:27:31+00:00,162
CodeForAfrica/outbreak.AFRICA,outbreak.AFRICA,Coronavirus Disease 2019 Edition,11,1352,JavaScript=407281;Dockerfile=1765;Procfile=32,JavaScript,2020-03-19T05:12:00+00:00,2025-10-10T09:11:50+00:00,GPL-3.0,GNU General Public License v3.0,False,,False,False,False,True,False,True,50,1,7,3,True,language:Dockerfile;file:Dockerfile;file:Procfile,False,,True,main;CodeQL,950,2020-03-19T05:11:52+00:00,2025-10-10T09:11:55+00:00,2025-10-10T09:11:52+00:00,28731
CodeForAfrica/PromiseTracker,PromiseTracker,Promise Tracker is a tool designed to help journalists and civil society watchdogs track campaign/promises/pledges by government officials. Accessible at https://promisetracker.dev.codeforafrica.org/,4,445,TypeScript=919055;JavaScript=7244;Shell=3382;Dockerfile=2346;SCSS=197,TypeScript,2025-08-12T11:13:07+00:00,2026-05-06T08:05:33+00:00,,,False,promise-tracker;africa;politicians;promises;elections;tracker;trello;graphql;reactjs;politics;development;economics;pesacheck;fact-checking;misinfo;disinfo;misinformation;disinformation;kenya,False,False,False,True,False,True,37,1,3,0,True,language:Dockerfile;file:Dockerfile;file:docker-compose.yml,True,dependency:openai,True,Claude Code;Promise Tracker | Deploy | Dev;Dependabot Updates;CodeQL,2201,2019-09-10T08:46:27+00:00,2026-05-06T08:05:37+00:00,2026-05-06T08:05:35+00:00,28776
CodeForAfrica/sensors.AFRICA,sensors.AFRICA,"sensors.AFRICA is a citizen-science focused project by Code for Africa that seeks to address data gaps by providing low cost sensors, which people can use to measure and monitor the quality of the air, water, and sound in their communities.",19,1274,JavaScript=292248;Dockerfile=3052;CSS=2273,JavaScript,2018-03-23T08:27:36+00:00,2026-05-18T12:18:11+00:00,GPL-3.0,GNU General Public License v3.0,False,sensors-africa;sensors;sensor-data-collection;air-quality;air-quality-sensor;air-quality-measurements;africa;nairobi;kenya;dar-es-salaam;tanzania;lagos;nigeria;abuja;kampala;uganda,True,False,False,True,True,True,62,23,8,10,True,language:Dockerfile;file:Dockerfile,False,,True,main;Dependabot Updates;CodeQL,434,2018-05-16T15:21:48+00:00,2026-05-18T12:18:17+00:00,2026-05-20T06:51:57+00:00,23524
CodeForAfrica/ui,ui,,19,10984,JavaScript=6716278;TypeScript=449443;Dockerfile=47858;CSS=25180;MDX=19466;HTML=8143;HCL=4801;Shell=2689;Makefile=986;SCSS=483,JavaScript,2022-07-13T08:26:07+00:00,2026-05-13T08:40:38+00:00,MIT,MIT License,True,react;mui;nextjs;docker;monorepo;turborepo,False,False,False,True,False,True,37,3,4,2,True,topic:docker;language:HCL;language:Dockerfile;file:Dockerfile;file:docker-compose.yml,False,,True,CI;Release | PROD;charterAFRICA | Deploy | DEV;Code for Africa | Deploy | PROD;charterAFRICA | Deploy | PROD;Code for Africa | Deploy | REVIEW APP;CodeQL;Dependabot Updates;RoboShield | Deploy | DEV;Climate Mapped Africa | Deploy | DEV;RoboShield | Deploy | PROD;Code for Africa | Deploy | DEV;CivicSignal Blog | Deploy | PROD;Build Docker Image;Push to Dokku;Pesayetu | Deploy | DEV;TwoopsTracker | Deploy | Dev;VPN Manager | Deploy | DEV;Copilot coding agent;Claude Code;Build Base Images;TechLab Blog;TrustLab;Apps PR Build;PR Build;Reusable | Bake and Push;Reusable Build | TechLab Blog;Reusable Build | TrustLab;TechLab Blog | Deploy | DEV;TrustLab | Deploy | DEV,2801,2022-03-03T11:17:40+00:00,2026-05-15T05:44:40+00:00,2026-05-13T08:40:41+00:00,169230
