full_name,name,description,num_developers,total_commits,languages,primary_language,first_commit_date,last_commit_date,license_spdx,license_name,is_osi_approved,topics,has_contributing,has_code_of_conduct,has_governance,has_readme,has_issue_template,has_pr_template,health_percentage,stars,watchers,forks,cloud_detected,cloud_signals,ai_ml_detected,ai_ml_signals,has_ci_cd,ci_cd_workflows,deployments_count,created_at,updated_at,pushed_at,size_kb
DemocracyClub/UK-Polling-Stations,UK-Polling-Stations,:earth_africa: A website to help people find their UK polling station,33,8767,Python=1781480;HTML=104884;Shell=18466;SCSS=5442;JavaScript=5065;Procfile=49,Python,2015-02-21T00:25:07+00:00,2026-04-27T17:12:17+00:00,MIT,MIT License,True,,True,True,False,True,True,True,75,36,6,29,True,file:cdk.json;file:appspec.yml;file:Procfile;file:.buildpacks;dependency:boto3;dependency:aws-cdk,False,,True,Dependabot Updates,0,2015-02-27T21:28:04+00:00,2026-05-01T11:18:40+00:00,2026-05-05T08:11:20+00:00,174527
DemocracyClub/WhoCanIVoteFor,WhoCanIVoteFor,🗳 The source for https://whocanivotefor.co.uk/,30,3521,Python=871744;HTML=326294;Shell=8513;SCSS=3944;Makefile=1924;JavaScript=107,Python,2016-03-08T11:39:54+00:00,2026-05-03T07:28:59+00:00,,,False,election;candidate;democracy;civic-tech,False,True,False,True,True,True,50,44,9,35,True,file:appspec.yml;dependency:boto3,False,,True,Dependabot Updates,0,2016-03-08T11:39:54+00:00,2026-05-03T07:29:04+00:00,2026-05-03T07:28:59+00:00,232424
ForumMagnum/ForumMagnum,ForumMagnum,"The development repository for LessWrong2 and the EA Forum, based on Vulcan JS",264,52222,TypeScript=19890353;JavaScript=59157;Shell=44396;CSS=17196;HTML=6465;Python=6039;Dockerfile=1558,TypeScript,2012-08-23T01:27:22+00:00,2026-05-02T02:00:17+00:00,GPL-3.0,GNU General Public License v3.0,False,,False,False,False,True,False,False,37,706,14,152,True,language:Dockerfile;file:Dockerfile,True,dependency:openai,True,Deploy EA Staging;Deploy EA Prod;Deploy LW / AF Prod;Run tests;Dependabot Updates;Create Preview Deployment,3766,2017-01-03T01:32:37+00:00,2026-05-03T03:10:25+00:00,2026-05-05T23:14:30+00:00,769141
civiform/civiform,civiform,"CiviForm simplifies the application process for government benefits programs by re-using applicant data for multiple benefits applications. It's being developed by Google.org and Exygy, in collaboration with the City of Seattle and community contributors.",91,7799,Java=8599164;TypeScript=1971209;HTML=435051;Python=163606;Ruby=107914;Teal=93017;Shell=91176;SCSS=40120;Scala=20316;JavaScript=16973;PLpgSQL=10024;Dockerfile=9710;CSS=5443;Jinja=1938,Java,2021-01-06T01:24:43+00:00,2026-05-05T19:54:39+00:00,Apache-2.0,Apache License 2.0,True,seattle;civic-tech;government;public-interest-technology,True,True,False,True,False,True,100,124,13,91,True,language:Dockerfile;file:Dockerfile;file:docker-compose.yml,False,,True,Format;CodeQL Advanced;Server - On PR to Main;Skip Server - On PR to Main;Scorecards supply-chain security;Tests;Skip Tests;On Push to Main;Create Release;Build and Push Docker Images;Add New Issues to Project;Env Variable Docs - Validate;Auto Author Assign;Env Variable Docs - Generate;Auto Request Review;Labeler;Build a server image from a branch;Generate SBOM;Run JMeter Test;Scan for Secrets;Dependabot Updates;Codespaces Prebuilds;Copilot coding agent;Translations Context Reminder;Copilot code review;Run Performance Regression Test;Community Contributor Response,0,2021-01-06T01:24:42+00:00,2026-05-05T19:54:44+00:00,2026-05-05T23:56:01+00:00,946394
codeforamerica/asap_pdf,asap_pdf,This app helps you to manage your PDF accessibility audit workflows.,5,603,Ruby=188534;HTML=146758;Python=128742;HCL=57929;JavaScript=32091;Shell=14538;Dockerfile=6260;CSS=2388,Ruby,2025-01-31T21:38:58+00:00,2026-04-09T15:00:06+00:00,Apache-2.0,Apache License 2.0,True,,False,False,False,True,False,True,50,46,7,7,True,language:HCL;language:Dockerfile;file:Dockerfile;file:docker-compose.yml,False,,True,CI;CI;Deploy to AWS;AI Evaluation Suite;Tofu Plan;Python Component Linting and Tests;Dependabot Updates,1732,2025-01-31T21:38:33+00:00,2026-04-15T18:04:36+00:00,2026-05-01T17:35:57+00:00,86907
codeforamerica/cmr-maryland-eligibility-determination,cmr-maryland-eligibility-determination,Maryland Eligibility Determination,1,49,Python=39611,Python,2025-03-04T21:42:06+00:00,2026-01-27T21:40:07+00:00,,,False,,False,False,False,True,False,False,25,1,5,0,False,,False,,False,,0,2025-03-04T21:40:06+00:00,2026-01-27T21:40:12+00:00,2026-01-27T21:40:08+00:00,53
codeforamerica/document-transfer-service,document-transfer-service,Microservice to securely transfer documents.,1,13,Ruby=122377;Dockerfile=671,Ruby,2024-05-07T15:36:24+00:00,2025-07-02T20:15:15+00:00,MIT,MIT License,True,,False,False,False,True,False,True,62,3,5,1,True,language:Dockerfile;file:Dockerfile;file:docker-compose.yaml,False,,True,Branch Checks;CodeQL;Deploy documentation;Main Checks;Pull Request Checks;Dependabot Updates,14,2024-05-07T15:36:24+00:00,2026-01-10T23:13:30+00:00,2025-07-02T20:15:17+00:00,104
codeforamerica/form-flow,form-flow,A Java library placed in a Spring Boot app to generate form flows.,18,1332,Java=753577;HTML=453780;CSS=31040;JavaScript=12201;Shell=4389,Java,2022-09-21T17:03:04+00:00,2026-04-12T21:19:30+00:00,NOASSERTION,Other,False,,False,False,False,True,False,True,50,4,6,0,False,,False,,True,Create Pre-Release;Publish Snapshot to Sonatype;Create Release;Run tests;Dependabot Updates;CodeQL,0,2022-09-21T17:02:31+00:00,2026-04-12T21:19:37+00:00,2026-04-20T12:20:20+00:00,15971
codeforamerica/honeycrisp-gem,honeycrisp-gem,A Rails gem with base styles and Javascript for Code for America products,30,415,Ruby=134650;HTML=96213;SCSS=85858;JavaScript=13699;Shell=131,Ruby,2018-07-26T22:31:22+00:00,2026-01-08T19:36:21+00:00,NOASSERTION,Other,False,,False,False,False,True,False,False,37,7,11,1,False,,False,,True,Dependabot Updates,381,2018-07-26T22:33:06+00:00,2026-01-10T23:11:25+00:00,2026-05-04T22:39:28+00:00,24184
codeforamerica/pya,pya,FYST Prior Year Access - for clients retrieving a pdf of a past tax return,9,258,Ruby=205353;SCSS=47167;HTML=32893;JavaScript=16425;Shell=4533;Dockerfile=2516;CSS=491,Ruby,2025-05-21T20:41:28+00:00,2026-04-27T20:02:27+00:00,,,False,tax-benefits,False,False,False,True,False,True,37,2,2,0,True,language:Dockerfile;file:Dockerfile,False,,True,Run Linter and Tests;Deploy to AWS Production;Deploy to AWS Staging;Standard Ruby Linter;Dependabot Updates,753,2025-05-21T20:30:02+00:00,2026-04-27T20:02:33+00:00,2026-05-05T14:49:26+00:00,16917
codeforamerica/recordtrac,recordtrac,"Manage and display public record requests, built by the Code for America 2013 Oakland team, maintained by @richaagarwal",17,2570,CSS=203609;HTML=179923;Python=133155;JavaScript=68680;Mako=412;Shell=403,CSS,2013-03-28T17:14:02+00:00,2021-03-29T07:10:20+00:00,NOASSERTION,Other,False,,False,False,False,True,False,False,37,60,44,41,True,file:Procfile,False,,False,,0,2013-03-28T17:14:01+00:00,2024-01-03T07:49:40+00:00,2021-03-29T07:10:20+00:00,19071
codeforamerica/tax-benefits-backend,tax-benefits-backend,Infrastructure configuration for the Tax Benefits backend.,11,190,HCL=120101;Dockerfile=299,HCL,2024-04-12T19:06:39+00:00,2026-05-04T18:18:59+00:00,MIT,MIT License,True,tax-benefits,False,False,False,True,False,False,37,3,7,0,True,language:HCL;language:Dockerfile;file:Dockerfile;file:docker-compose.yaml,False,,True,Branch Checks;CodeQL;Deploy infrastructure;Deploy documentation;Main Checks;Plan infrastructure changes;Redeploy bastion,1185,2024-04-12T19:06:38+00:00,2026-05-04T18:19:25+00:00,2026-05-04T18:19:01+00:00,1023
codeforamerica/tofu-modules-aws-serverless-database,tofu-modules-aws-serverless-database,OpenTofu module to create a manage an AWS Aurora serverless database.,3,40,HCL=28579;Shell=20327,HCL,2024-08-07T17:46:12+00:00,2026-03-24T15:39:21+00:00,MIT,MIT License,True,,True,False,False,True,False,False,62,0,3,0,True,language:HCL,False,,True,CodeQL;Release New Version;ShellCheck;TFLint Checks;Trivy Analysis;Copilot code review,0,2024-12-05T18:22:23+00:00,2026-03-24T15:39:26+00:00,2026-03-24T15:39:23+00:00,79
codeforamerica/vita-min,vita-min,"FileYourStateTaxes, GetYourRefund, & GetCTC code, originally named b/c it helps VITA in a minimal way",50,7232,Ruby=8004444;HTML=977621;SCSS=157367;JavaScript=111502;Shell=9205;Dockerfile=3610;Procfile=204,Ruby,2019-11-05T00:58:18+00:00,2026-04-29T22:09:54+00:00,MIT,MIT License,True,tax-benefits,False,False,False,True,False,True,50,34,8,14,True,language:Dockerfile;file:Dockerfile;file:docker-compose.yml;file:Procfile,False,,True,Heroku Pull Request;Heroku Teardown Pull Request;Publish Latest Release;Security Scan;Tag and Release;Dependabot Updates;CodeQL,2061,2019-11-05T01:00:00+00:00,2026-04-29T22:09:59+00:00,2026-05-01T21:49:21+00:00,86673
codeforjapan/BirdXplorer,BirdXplorer,,9,711,Python=743078;Shell=47260;Dockerfile=1974;Mako=635,Python,2023-09-24T01:43:12+00:00,2026-04-13T09:23:46+00:00,MIT,MIT License,True,,False,False,False,True,False,False,50,11,5,4,True,language:Dockerfile,False,,True,Deploy CDK Stack;Release;Claude PR Assistant;Deploy API (dev);Deploy ETL Lambda (dev);Main;Release to Production;Project test,0,2023-09-06T08:59:29+00:00,2026-04-13T09:23:51+00:00,2026-04-13T09:23:48+00:00,2075
fvialibre/edia,edia,EDIA: Stereotypes and Discrimination in Artificial Intelligence,3,81,Jupyter Notebook=961012;Python=118633;Shell=990,Jupyter Notebook,2022-10-24T19:11:49+00:00,2023-09-08T07:14:16+00:00,MIT,MIT License,True,,False,False,False,True,False,False,42,6,2,0,False,,True,language:Jupyter Notebook;dependency:torch;dependency:scikit-learn;dependency:transformers,False,,0,2022-10-24T19:04:16+00:00,2024-10-08T21:44:30+00:00,2026-05-02T00:54:48+00:00,2181
fvialibre/heseia-sentence-bias-dataset,heseia-sentence-bias-dataset,,1,9,,,2025-05-20T19:55:17+00:00,2025-09-11T22:00:12+00:00,,,False,,False,False,False,True,False,False,14,0,3,0,False,,False,,False,,0,2025-01-16T14:13:31+00:00,2025-09-11T22:00:18+00:00,2025-09-11T22:00:14+00:00,1691
iiab/iiab,iiab,Internet-in-a-Box - Build your own LIBRARY OF ALEXANDRIA with a Raspberry Pi !,27,14618,Jinja=464930;Shell=316657;JavaScript=116355;Python=92365;Erlang=22394;CSS=11197;PHP=11146;HTML=9250,Jinja,2017-05-27T18:09:50+00:00,2026-05-06T06:19:50+00:00,GPL-2.0,GNU General Public License v2.0,False,learning;hotspot;library;scraping;raspberry-pi;knowledge;medical;prisoners-rights;human-rights;curriculum-design;diy;community-networks;mesh-networks;privacy;civic-tech;offline;home-school;international-development;distraction-free;education,True,False,False,True,True,True,62,1855,26,131,False,,False,,True,"""30 min"" IIAB ""MEDICAL"" on RasPiOS on Zero 2 W;""40 min"" IIAB ""NONE"" on RasPiOS on Zero 2 W;""40 min"" IIAB ""UNITTEST"" on Debian 12 on RPi 3;""40 min"" IIAB ""FULL"" on Ubuntu 24.04 on x86-64;""40 min"" IIAB ""FULL"" on Ubuntu 25.10 on x86-64;Build RaspberryPi OS sdcard image;.github/workflows/roles-ci.yml;IIAB IMAGE on RPiOS Lite Latest;""40 min"" IIAB ""UNITTEST"" on Debian 12 on RPi 3;""40 min"" IIAB ""NONE"" on RasPiOS on Zero 2 W;IIAB Lite IMAGE on RPiOS Lite Latest;IIAB IMAGE on RPiOS Full Latest;""35 min"" IIAB ""LARGE"" on RPiOS Lite Latest;IIAB Desktop IMAGE on RPiOS Latest;""35 min"" IIAB ""LARGE"" on RPiOS Lite Latest;""15 min"" IIAB ""SMALL"" on RPiOS Lite;""20 min"" IIAB ""MEDIUM"" on RPiOS Desktop;""10 min"" IIAB ""TINY"" on RPiOS Lite;""35 min"" IIAB ""LARGE"" on RPiOS Lite;""30 min"" LARGE on Ubuntu 24.04;""35 min"" LARGE on latest RPiOS Lite;""2 min"" Lint on Ubuntu 24.04;""20 min"" UNITTEST IMAGE on latest RPiOS Desktop;""10 min"" UNITTEST IMAGE on latest RPiOS Lite;""15 min"" TINY IMAGE on latest RPiOS Lite;""20 min"" SMALL IMAGE on latest RPiOS Lite;""07 min"" UNITTEST on Ubuntu 24.04;""02 min"" Ansible Lint on Ubuntu 24.04",0,2017-05-28T14:28:40+00:00,2026-05-06T07:00:26+00:00,2026-05-06T06:19:50+00:00,24920
luftdata/luftdata.se,luftdata.se,This is the repository from which the website luftdata.se is built using Jekyll. Feel free to create issues for comments and suggestions.,4,206,SCSS=111999;HTML=45602;JavaScript=3741,SCSS,2018-01-31T12:46:29+00:00,2025-04-11T12:21:53+00:00,,,False,,False,False,False,True,False,False,25,3,2,4,False,,False,,True,pages-build-deployment,123,2018-01-27T21:10:38+00:00,2025-04-11T12:22:03+00:00,2025-04-11T12:22:00+00:00,22595
markov-root/atlas,atlas,,2,48,Astro=217233;TypeScript=144089;Typst=5722;CSS=3775;JavaScript=1854;Dockerfile=1195,Astro,2026-01-10T01:46:11+00:00,2026-03-26T15:02:36+00:00,,,False,,False,False,False,False,False,False,0,9,0,7,True,language:Dockerfile;file:Dockerfile,False,,True,Deploy;pages-build-deployment,104,2025-05-27T00:19:24+00:00,2026-04-29T14:18:48+00:00,2026-03-26T15:02:55+00:00,1665351
mastodon/mastodon,mastodon,"Your self-hosted, globally interconnected microblogging community",406,21229,Ruby=5672993;TypeScript=1821780;JavaScript=922892;SCSS=410030;Haml=359025;Dockerfile=18525;HTML=15345;CSS=6192;Shell=2288;Procfile=911,Ruby,2016-02-20T21:53:20+00:00,2026-05-06T09:53:28+00:00,AGPL-3.0,GNU Affero General Public License v3.0,False,mastodon;docker;microblog;activity-stream;webfinger;social-network;activitypub;fediverse;social-web,True,True,False,True,False,False,87,49930,709,7427,True,topic:docker;language:Dockerfile;file:Dockerfile;file:docker-compose.yml;file:Procfile;file:.buildpacks,False,,True,Check i18n;Build container image;Lint Code Base;CodeQL;Ruby Linting;YML Linting;JavaScript Linting;CSS Linting;PR Needs Rebase;Haml Linting;Markdown Linting;Ruby Testing;Historical data migration test;JavaScript Testing;Test two step migrations;Test one step migrations;Bundler Audit;Build nightly container image;Crowdin / Upload translations;Crowdin / Download translations;Test container image build;Build container image for PR;.github/workflows/build-container-image.yml;Build container release images;Build security nightly container image;Check formatting;Crowdin / Download translations (stable branches);Chromatic;reviewdog / actionlint;Copilot code review,0,2016-02-22T15:01:25+00:00,2026-05-06T10:08:42+00:00,2026-05-06T10:41:41+00:00,378755
meshtastic/Meshtastic-Android,Meshtastic-Android,Android application for Meshtastic,107,6506,Kotlin=5941850;Java=17084;AIDL=8738;Python=3320;Ruby=1864;Shell=1446,Kotlin,2020-01-20T23:53:22+00:00,2026-05-04T21:11:00+00:00,GPL-3.0,GNU General Public License v3.0,False,gps;lora;android;meshtastic,True,True,False,True,False,True,100,1585,45,452,False,,False,,True,"Make Release;CodeQL;Close Stale Issues;Dependabot Updates;Pull Request CI;Android CI (Merge Queue);Scheduled Updates (Firmware, Hardware, Translations);Check PR Labels;Pull Request Labeler;Copilot cloud agent;Deploy Documentation;Create or Promote Release;Promote Release;Post-Release Cleanup;Copilot code review;AI Moderator;Issue Triage (Models);PR Triage (Models);Reusable Android Check;Publish Core Libraries;Main CI (Verify & Build);Screenshot Tests;Update Changelog;Dependency Submission",1910,2020-01-20T23:55:32+00:00,2026-05-04T22:20:24+00:00,2026-05-05T13:01:18+00:00,56225
meshtastic/firmware,firmware,"The official firmware for Meshtastic, an open-source, off-grid mesh communication system.",414,11813,C++=5657173;C=2622953;Python=582901;Shell=40647;Batchfile=19811;Dockerfile=9506;Linker Script=6306;PowerShell=4466;Nix=2244;JavaScript=280;Assembly=170,C++,2020-02-01T16:30:53+00:00,2026-05-05T19:17:04+00:00,GPL-3.0,GNU General Public License v3.0,False,gps;lora;hiking;ttgo-tbeam;heltec;meshtastic;ttgo;esp32;nrf52;mesh-networks;off-grid;mesh;pico;rp2040;stm32,True,True,False,True,False,True,100,7428,155,2317,True,language:Dockerfile;file:Dockerfile;file:docker-compose.yml,False,,True,Update protobufs and regenerate classes;CI;Semgrep Differential Scan;Semgrep Full Scan;Nightly;process stale Issues and PR's;Run Tests on Native platform;Build Debian Source Package;Package for Launchpad PPA;Trigger release workflows upon Publish;Package for OpenSUSE Build Service;Trigger COPR build;Daily Packaging;Build Docker;Build Docker Multi-Arch Manifest;Package PlatformIO Library Dependencies;Pull Request;Annotate PR with trunk issues;Check PR Labels;Build;Build One Target;Tests;Copilot code review;Welcome First-Time Contributor;Contribution Quality Check;Issue Triage (Models);PR Triage (Models);Copilot cloud agent;Build MacOS Binary;End to end tests,0,2020-02-01T17:00:35+00:00,2026-05-06T05:27:03+00:00,2026-05-06T01:53:06+00:00,68421
meshtastic/web,web,Meshtastic Web Client/JS Monorepo,74,1516,TypeScript=1119274;CSS=7879;HTML=1001;Dockerfile=317,TypeScript,2021-04-05T23:29:12+00:00,2026-05-05T01:02:41+00:00,GPL-3.0,GNU General Public License v3.0,False,meshtastic;mesh;react;self-hosted,False,False,False,True,False,True,50,759,25,276,True,language:Dockerfile,False,,True,Push to Main CI;Crowdin Download Translations Action;Crowdin Upload Sources Action;Crowdin Upload Translations Action;Close inactive issues;Nightly Release;Pull Request CI;Release Packages;Create Protobuf Release for JSR;Release Web;Update Stable Branch from Main on Latest Release;Copilot code review;Copilot cloud agent;Dependabot Updates,1502,2021-08-05T23:04:39+00:00,2026-05-05T13:00:45+00:00,2026-05-05T01:02:42+00:00,8877
mysociety/ceuk-marking,ceuk-marking,,5,674,Python=890214;HTML=127024;SCSS=8764;JavaScript=7713;Shell=3735;Dockerfile=729,Python,2022-12-13T16:03:10+00:00,2026-04-22T13:17:24+00:00,NOASSERTION,Other,False,,False,False,False,True,False,False,25,0,0,0,True,language:Dockerfile;file:Dockerfile;file:docker-compose.yml,False,,True,Create CEUK Marker docker image;Lint;Mirror to git.mysociety.org;Run project tests;Dependabot Updates,0,2022-12-13T16:11:03+00:00,2026-04-22T14:05:47+00:00,2026-04-22T14:05:23+00:00,1223
okfde/froide,froide,Freedom Of Information Portal,38,7888,Python=2307197;HTML=482859;Vue=442636;TypeScript=354670;JavaScript=77541;SCSS=47712;Makefile=485;CSS=368,Python,2011-04-12T19:20:50+00:00,2026-05-04T09:12:03+00:00,MIT,MIT License,True,fragdenstaat,False,False,False,True,False,False,62,409,24,99,False,,False,,True,Froide CI;Open translation PR;Update translations;Dependabot Updates;Dependency Graph,0,2011-05-04T12:20:51+00:00,2026-05-04T11:05:56+00:00,2026-05-04T16:21:48+00:00,34008
openplans/shareabouts,shareabouts,Shareabouts is a mapping application for crowdsourced info gathering.,16,1956,JavaScript=701956;Python=71314;HTML=50407;CSS=39984;Shell=4441;Ruby=1602;Dockerfile=1410;Procfile=53,JavaScript,2011-10-27T21:51:31+00:00,2025-09-22T19:42:53+00:00,GPL-3.0,GNU General Public License v3.0,False,shareabouts;civic;maps;django;backbonejs;heroku,False,False,False,True,False,False,37,283,34,151,True,language:Dockerfile;file:Dockerfile;file:Procfile;file:.buildpacks,False,,False,,73,2011-10-27T21:49:57+00:00,2026-04-10T21:30:30+00:00,2026-05-05T19:36:02+00:00,9398
